latitude,longitude,brightness,acq_date,acq_time,daynight
-29.057,152.96,317.9,8/10/2019,1240,N
-14.463,143.625,325.7,2/01/2020,420,D
-12.337,132.664,334.3,4/10/2019,525,D
-31.632,152.084,304.4,27/12/2019,1240,D
-31.47,123.715,300.1,14/11/2019,1610,D
-16.073,142.969,338.8,21/12/2019,355,D
-28.121,152.34,347.1,20/11/2019,15,D
-28.223,125.597,374.5,14/12/2019,525,D
-35.802,150.168,303.8,31/12/2019,1530,D
-37.468,147.612,303.5,8/12/2019,1525,D
-28.605,152.314,338.1,17/12/2019,415,D
-33.645,123.56,301.9,21/12/2019,1455,N
-29.977,152.2,306.7,6/12/2019,1220,D
-25.206,149.133,344.4,16/12/2019,2355,D
-29.317,152.818,354.5,5/12/2019,350,D
-29.065,128.325,338,30/12/2019,525,D
-23.125,150.642,354.6,9/11/2019,1240,N
-32.232,121.488,386,19/12/2019,540,N
-32.784,150.931,324.9,15/12/2019,10,D
-32.952,150.453,356.1,21/11/2019,340,N
-32.923,123.678,371,7/01/2020,615,D
-36.343,149.576,318.1,3/01/2020,40,N
-28.38,151.857,326.7,7/11/2019,325,N
-30.839,152.29,300.5,6/11/2019,1520,N
-27.981,152.398,311.4,8/11/2019,1510,D
-13.065,141.889,375.1,20/10/2019,345,N
-36.029,148.367,504.5,4/01/2020,400,D
-29.411,152.153,311,3/01/2020,1245,N
-20.202,127.814,312.6,8/12/2019,1700,D
-14.351,127.582,309.8,22/12/2019,1710,D
-31.61,151.756,307,5/12/2019,1450,N
-31.234,152.095,394.2,31/10/2019,320,D
-35.75,136.801,395.4,1/01/2020,55,D
-29.209,151.694,444.1,8/11/2019,410,D
-19.61,121.627,333.5,19/12/2019,545,D
-16.82,143.232,335.3,9/10/2019,115,N
-32.794,151.018,328.2,14/12/2019,345,D
-15.221,143.289,342.7,13/12/2019,445,N
-36.163,139.939,324.2,21/12/2019,115,N
-35.631,149.858,350.8,3/01/2020,1245,N
-29.036,152.861,329.7,8/10/2019,1240,D
-32.779,124.014,322,7/01/2020,1400,D
-32.739,150.28,318.1,14/12/2019,1445,D
-37.343,147.964,361.4,8/12/2019,420,D
-29.171,152.259,340.2,7/12/2019,340,D
-32.453,120.192,368.2,8/12/2019,600,D
-29.395,152.841,308,19/11/2019,1450,D
-32.753,151.055,317,29/12/2019,1225,D
-30.119,152.911,332.6,10/11/2019,400,N
-21.883,149.038,328.4,18/12/2019,40,D
-26.428,152.457,331.6,19/12/2019,405,N
-37.456,148.016,311.6,16/12/2019,1255,D
-30.872,151.903,368.8,15/11/2019,0,N
-28.662,124.59,363.5,21/10/2019,600,D
-37.199,147.023,504.1,4/01/2020,400,N
-14,134.992,350.9,4/12/2019,450,D
-33.607,150.362,345.7,21/12/2019,350,N
-33.382,150.661,328.3,21/12/2019,350,N
-33.915,122.137,353.1,26/12/2019,1650,D
-30.491,152.186,342,20/11/2019,15,D
-26.113,150.582,338,8/11/2019,410,N
-35.518,150.307,329.8,2/12/2019,2345,N
-32.966,123.723,378.9,2/01/2020,555,D
-28.11,152.423,330.1,8/11/2019,410,N
-37.714,149.02,320.4,31/12/2019,1530,D
-33.275,150.195,366,14/12/2019,345,D
-19.209,146.02,331.3,17/12/2019,420,D
-35.23,150.074,331.7,19/12/2019,1505,N
-34.163,150.201,333.2,4/12/2019,2335,D
-37.445,148.027,341.5,8/12/2019,420,D
-30.096,152.519,346.7,10/11/2019,400,D
-31.286,152.76,304.9,10/11/2019,1455,N
-20.627,119.051,383.6,25/10/2019,540,N
-14.305,131.221,315.3,16/10/2019,1335,D
-14.832,126.641,373.7,23/11/2019,510,D
-19.786,143.709,331.2,5/01/2020,25,D
-30.981,152.386,335.1,26/10/2019,300,D
-16.01,124.904,326.7,12/11/2019,240,D
-14.474,143.581,351.4,1/01/2020,50,D
-34.342,150.353,347.3,31/12/2019,10,D
-29.94,152.5,437.8,7/11/2019,2350,D
-30.443,152.217,391.3,16/11/2019,1245,N
-31.484,152.258,318.5,12/11/2019,1445,D
-12.412,131.541,329.3,13/11/2019,145,D
-33.343,150.649,305.5,20/11/2019,1220,N
-27.201,125.856,337.4,26/12/2019,130,D
-15.094,126.032,304.9,25/11/2019,1425,D
-14.186,133.428,335.6,7/10/2019,125,D
-17.422,123.858,343.2,18/11/2019,450,N
-37.691,148.167,398.2,30/12/2019,1310,D
-33.979,150.062,339.6,3/12/2019,405,N
-31.088,151.909,308.8,20/11/2019,1220,D
-18.21,143.695,340.9,19/12/2019,405,D
-16.686,137.922,341.2,2/01/2020,420,N
-25.319,129.984,342.5,29/12/2019,200,D
-30.745,123.358,302.1,30/12/2019,1450,D
-32.765,150.96,303.4,17/12/2019,1515,N
-29.283,152.395,313.3,8/11/2019,1155,D
-32.664,122.019,317.7,7/01/2020,1715,N
-29.274,152.275,309.4,3/12/2019,1505,D
-37.277,149.583,336.6,4/01/2020,1505,N
